classes,filtered_text
3,definition role contemporary surgical management cisternal parenchymatous cysticercosis cerebri showed neurological symptomatic improvement median followup period month
3,multipiece tire rim injury alternative nonhazardous tire rim available
3,intraoperative dexamethasone irrigation lumbar microdiskectomy control group postoperative complication
3,evaluation gauge needle spinal anaesthesia caesarean section general anaesthesia wa required occasion
3,motor unit incomplete spinal cord injury electrical activity contractile property effect biofeedback percentage spontaneously active unit wa constant
3,cerebral circulation metabolism patient septic encephalopathy computed brain tomography showed abnormality mild atrophy
3,atherosclerotic carotid disease eye team including neurologist internist ophthalmologist surgeon optimizes care disease symptom
3,spatial dispersion magnetic stimulation peripheral nerve finding best explained longitudinal dispersion stimulus induced magnetic coil relative conventional electrical stimulation large fiber stimulated away coil small
3,cerebrospinal fluid endothelin level normal neurosurgical patient clinical study literature review measured cerebrospinal fluid level group normal control subarachnoid hemorrhage cerebral vasospasm severe head injury undergoing temporal lobectomy intractable epilepsy gunshot injury thoracic spine
3,lesion midshaft humerus presenting shoulder capsulitis important aware possibility cause frozen shoulder radiograph shoulder usually cropped midhumerus lesion level easily missed
3,level mrna putative kainate receptor affected seizure recurrent limbic seizure caused massive delayed reversible reduction level kainate receptor mrna dentate gyrus lesser decrease found pyramidal cell field hippocampus superficial cortex
3,osteoblastoma spine distribution osteoblastoma spinal axis wa follows cervical thoracic lumbar sacral
3,single unit analysis human ventral thalamic nuclear group combined cell responding passive movement joint optimal response active movement joint
3,magnetic resonance imaging tomographic evaluation occlusal appliance treatment advanced internal derangement temporomandibular joint concluded concept disc capture clinical term perceived clinical success lead assumption actual change intraarticular anatomic relationship ha occurred
3,topographic comparative study magnetic resonance imaging electroencephalography child tuberous sclerosis addition secondary bilateral synchrony wa preferentially observed patient frontal lesion age year
3,importance neurologic evaluation woman lower urinary tract dysfunction disruption neuronal reflex produce abnormality storage expulsion urine
3,unawareness hypoglycaemia inadequate hypoglycaemic counterregulation causal relation diabetic autonomic neuropathy objective examine traditional view unawareness inadequate hypoglycaemic counterregulation insulin dependent diabetes mellitus manifestation autonomic neuropathy conclusion unawareness inadequate glucose counterregulation related autonomic neuropathy
3,liver failure occurring component exertional heatstroke patient died day transplant complicating infection
3,apparent reduction size face associated small retrosplenial haemorrhage cranial ct scan revealed small high density area right retrosplenial region
3,rupture atheromatous plaque cause thrombotic occlusion stenotic internal carotid artery mean sd shorter diameter lumen site occlusion wa mm
3,early cerebral infarction gadopentetate dimeglumine enhancement gadopentetate dimeglumine wa administered prospectively patient presented magnetic resonance mr imaging week cortical cerebral infarction day day abnormal enhancement meninges adjacent infarct wa frequently noted meningeal enhancement sign
3,steroid anabolic drug arterial complication athlete case history author present case athlete experienced metachronous arterial complication taking drug cerebrovascular accident caused carotid artery thrombus partially embolized brain later severe ischemic episode lower limb caused diffused distal arterial thrombosis
